job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Data Scientist,180000,se,FT,US,0,M,hf_ds_salaries
Data Scientist,80000,se,FT,US,0,M,hf_ds_salaries
Data Engineer,82900,mi,FT,US,0,M,hf_ds_salaries
Data Engineer,100800,se,FT,US,100,L,hf_ds_salaries
Data Engineer,49461,mi,FT,ES,100,M,hf_ds_salaries
Data Scientist,140400,se,FT,US,0,L,hf_ds_salaries
Data Analyst,39263,mi,FT,GB,100,M,hf_ds_salaries
Data Analyst,43966,mi,FT,ES,100,M,hf_ds_salaries
Data Analyst,32974,mi,FT,ES,100,M,hf_ds_salaries
Data Engineer,87932,mi,FT,ES,100,M,hf_ds_salaries
Data Engineer,76940,mi,FT,ES,100,M,hf_ds_salaries
Data Engineer,104702,mi,FT,GB,100,M,hf_ds_salaries
Data Engineer,91614,mi,FT,GB,100,M,hf_ds_salaries
Data Engineer,65949,mi,FT,ES,100,M,hf_ds_salaries
Data Engineer,87932,mi,FT,GR,100,M,hf_ds_salaries
Machine Learning Engineer,189650,se,FT,US,0,M,hf_ds_salaries
Machine Learning Engineer,164996,se,FT,US,0,M,hf_ds_salaries
Data Analyst,43966,mi,FT,GR,100,M,hf_ds_salaries
Data Analyst,32974,mi,FT,GR,100,M,hf_ds_salaries
Data Engineer,98158,mi,FT,GB,100,M,hf_ds_salaries
Data Engineer,78526,mi,FT,GB,100,M,hf_ds_salaries
Data Scientist,215300,se,FT,US,0,L,hf_ds_salaries
Data Engineer,76940,mi,FT,GR,100,M,hf_ds_salaries
Data Engineer,209100,se,FT,US,100,L,hf_ds_salaries
Data Engineer,154600,se,FT,US,100,L,hf_ds_salaries
Data Engineer,180000,se,FT,US,100,M,hf_ds_salaries
ML Engineer,21983,en,FT,PT,100,L,hf_ds_salaries
Data Engineer,80000,se,FT,US,100,M,hf_ds_salaries
Machine Learning Developer,78791,mi,FT,CA,100,M,hf_ds_salaries
Director of Data Science,196979,ex,FT,CA,50,L,hf_ds_salaries
Machine Learning Engineer,120000,mi,FT,US,100,S,hf_ds_salaries
Computer Vision Engineer,125000,en,FT,US,0,M,hf_ds_salaries
NLP Engineer,37236,mi,FT,US,50,L,hf_ds_salaries
Data Engineer,105000,se,FT,US,100,M,hf_ds_salaries
Lead Machine Learning Engineer,87932,se,FT,DE,0,M,hf_ds_salaries
Business Data Analyst,18442,mi,FT,IN,100,M,hf_ds_salaries
Data Scientist,31615,mi,FT,IN,100,L,hf_ds_salaries
Machine Learning Infrastructure Engineer,58255,mi,FT,PT,50,L,hf_ds_salaries
Financial Data Analyst,100000,en,FT,US,50,L,hf_ds_salaries
Data Engineer,54957,mi,PT,DE,50,L,hf_ds_salaries
Data Scientist,18442,en,FT,IN,100,M,hf_ds_salaries
Principal Data Scientist,162674,se,FT,DE,100,M,hf_ds_salaries
Data Engineer,120000,en,FT,US,100,M,hf_ds_salaries
Research Scientist,144000,se,FT,US,50,L,hf_ds_salaries
Data Scientist,104890,se,FT,US,100,M,hf_ds_salaries
Data Engineer,100000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,135000,mi,FT,US,100,M,hf_ds_salaries
Data Analyst,50000,mi,FT,US,100,M,hf_ds_salaries
Data Scientist,220000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,183228,mi,FT,GB,0,M,hf_ds_salaries
Data Scientist,91614,mi,FT,GB,0,M,hf_ds_salaries
Data Scientist,185100,se,FT,US,100,M,hf_ds_salaries
Machine Learning Engineer,220000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,200000,mi,FT,US,100,M,hf_ds_salaries
Data Scientist,120000,mi,FT,US,100,M,hf_ds_salaries
Machine Learning Engineer,120000,se,FT,AE,100,S,hf_ds_salaries
Machine Learning Engineer,65000,se,FT,AE,100,S,hf_ds_salaries
Data Engineer,324000,ex,FT,US,100,M,hf_ds_salaries
Data Engineer,216000,ex,FT,US,100,M,hf_ds_salaries
Data Engineer,210000,se,FT,US,100,M,hf_ds_salaries
Machine Learning Engineer,120000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,230000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,100000,en,PT,DZ,50,M,hf_ds_salaries
Data Scientist,100000,mi,FL,US,100,M,hf_ds_salaries
Applied Machine Learning Scientist,31875,en,CT,CZ,100,M,hf_ds_salaries
Head of Data,200000,se,FT,US,100,M,hf_ds_salaries
Principal Data Analyst,75000,mi,FT,CA,100,S,hf_ds_salaries
Data Scientist,35590,mi,FT,PL,100,L,hf_ds_salaries
Machine Learning Developer,78791,se,FT,CA,100,M,hf_ds_salaries
Data Scientist,100000,se,FT,US,100,M,hf_ds_salaries
Machine Learning Scientist,153000,mi,FT,US,50,M,hf_ds_salaries
Data Engineer,58035,en,FT,DE,100,M,hf_ds_salaries
Data Scientist,165000,se,FT,US,100,M,hf_ds_salaries
Research Scientist,93427,se,FT,FR,50,L,hf_ds_salaries
Data Scientist,52396,en,FT,CA,100,L,hf_ds_salaries
Machine Learning Engineer,62651,se,FT,NL,100,L,hf_ds_salaries
Head of Data,32974,mi,FT,EE,100,S,hf_ds_salaries
Data Scientist,40000,en,FT,MY,100,L,hf_ds_salaries
Machine Learning Engineer,87425,mi,FT,AU,100,L,hf_ds_salaries
Data Engineer,115000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,86703,en,FT,AU,50,M,hf_ds_salaries
Applied Machine Learning Scientist,75000,mi,FT,US,100,L,hf_ds_salaries
Research Scientist,64849,mi,FT,AT,0,L,hf_ds_salaries
Research Scientist,120000,en,FT,US,100,L,hf_ds_salaries
Applied Data Scientist,157000,mi,FT,US,100,L,hf_ds_salaries
Computer Vision Software Engineer,150000,en,FT,AU,100,S,hf_ds_salaries
Business Data Analyst,70912,mi,FT,CA,50,L,hf_ds_salaries
Data Engineer,65000,en,FT,US,100,S,hf_ds_salaries
Machine Learning Engineer,71444,se,FT,IE,100,S,hf_ds_salaries
Data Analytics Engineer,20000,en,FT,PK,0,M,hf_ds_salaries
Data Scientist,48000,mi,FT,US,100,S,hf_ds_salaries
Data Science Manager,152500,se,FT,US,100,M,hf_ds_salaries
Data Engineer,68147,mi,FT,FR,100,M,hf_ds_salaries
Data Scientist,122346,mi,FT,CH,0,L,hf_ds_salaries
Applied Data Scientist,380000,se,FT,US,100,L,hf_ds_salaries
Data Scientist,69336,mi,FT,CA,100,M,hf_ds_salaries
Computer Vision Engineer,10000,en,FT,LU,100,M,hf_ds_salaries
Data Analyst,20000,mi,FT,GR,100,S,hf_ds_salaries
Data Analytics Lead,405000,se,FT,US,100,L,hf_ds_salaries
Data Scientist,135000,mi,FT,US,100,L,hf_ds_salaries
Applied Data Scientist,177000,se,FT,US,100,L,hf_ds_salaries
Data Scientist,78000,mi,FT,US,100,M,hf_ds_salaries
Data Analyst,135000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,100000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,90320,se,FT,US,100,M,hf_ds_salaries
Data Analyst,85000,mi,FT,CA,0,M,hf_ds_salaries
Data Analyst,75000,mi,FT,CA,0,M,hf_ds_salaries
Machine Learning Engineer,214000,se,FT,US,100,M,hf_ds_salaries
Machine Learning Engineer,192600,se,FT,US,100,M,hf_ds_salaries
Data Architect,266400,se,FT,US,100,M,hf_ds_salaries
Data Architect,213120,se,FT,US,100,M,hf_ds_salaries
Data Analyst,112900,se,FT,US,100,M,hf_ds_salaries
Data Engineer,155000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,141300,mi,FT,US,0,M,hf_ds_salaries
Data Scientist,102100,mi,FT,US,0,M,hf_ds_salaries
Data Analyst,115934,se,FT,US,100,M,hf_ds_salaries
Data Analyst,81666,se,FT,US,100,M,hf_ds_salaries
Data Engineer,206699,mi,FT,US,0,M,hf_ds_salaries
Data Engineer,99100,mi,FT,US,0,M,hf_ds_salaries
Data Engineer,130000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,115000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,110500,se,FT,US,100,M,hf_ds_salaries
Data Engineer,130000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,99050,se,FT,US,100,M,hf_ds_salaries
Data Engineer,160000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,205300,se,FT,US,0,L,hf_ds_salaries
Data Scientist,140400,se,FT,US,0,L,hf_ds_salaries
Data Scientist,176000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,144000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,200100,se,FT,US,100,M,hf_ds_salaries
Data Engineer,160000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,145000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,70500,se,FT,US,0,M,hf_ds_salaries
Data Scientist,205300,se,FT,US,0,M,hf_ds_salaries
Data Scientist,140400,se,FT,US,0,M,hf_ds_salaries
Analytics Engineer,205300,se,FT,US,0,M,hf_ds_salaries
Analytics Engineer,184700,se,FT,US,0,M,hf_ds_salaries
Data Engineer,175100,se,FT,US,100,M,hf_ds_salaries
Data Engineer,140250,se,FT,US,100,M,hf_ds_salaries
Data Analyst,116150,se,FT,US,100,M,hf_ds_salaries
Data Engineer,54000,se,FT,US,0,M,hf_ds_salaries
Data Analyst,170000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,65438,mi,FT,GB,0,M,hf_ds_salaries
Data Analyst,80000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,210000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,100000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,69000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,210000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,210000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,150075,se,FT,US,100,M,hf_ds_salaries
Data Engineer,100000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,25000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,126500,se,FT,US,100,M,hf_ds_salaries
Data Analyst,106260,se,FT,US,100,M,hf_ds_salaries
Data Engineer,220110,se,FT,US,100,M,hf_ds_salaries
Data Engineer,160080,se,FT,US,100,M,hf_ds_salaries
Data Analyst,105000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,110925,se,FT,US,100,M,hf_ds_salaries
Data Analyst,45807,mi,FT,GB,0,M,hf_ds_salaries
Data Scientist,140000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,99000,se,FT,US,0,M,hf_ds_salaries
Data Analyst,60000,se,FT,US,100,M,hf_ds_salaries
Data Architect,192564,se,FT,US,100,M,hf_ds_salaries
Data Architect,144854,se,FT,US,100,M,hf_ds_salaries
Data Scientist,230000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,150000,se,FT,US,100,M,hf_ds_salaries
Data Analytics Manager,150260,se,FT,US,100,M,hf_ds_salaries
Data Analytics Manager,109280,se,FT,US,100,M,hf_ds_salaries
Data Scientist,210000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,170000,se,FT,US,100,M,hf_ds_salaries
Data Scientist,160000,mi,FT,US,100,M,hf_ds_salaries
Data Scientist,130000,mi,FT,US,100,M,hf_ds_salaries
Data Analyst,67000,en,FT,CA,0,M,hf_ds_salaries
Data Analyst,52000,en,FT,CA,0,M,hf_ds_salaries
Data Engineer,154000,se,FT,US,100,M,hf_ds_salaries
Data Engineer,126000,se,FT,US,100,M,hf_ds_salaries
Data Analyst,129000,se,FT,US,0,M,hf_ds_salaries
Data Analyst,150000,se,FT,US,100,M,hf_ds_salaries
AI Scientist,200000,mi,FT,US,100,L,hf_ds_salaries
