job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Junior Marketing Analyst,32941.39,entry,FT,Remote - Worldwide,100,S,synthetic
Content Marketing Intern,32169.21,entry,FT,Remote - US,50,M,synthetic
Head of Finance,107330.38,senior,FT,"New York, NY",50,M,synthetic
Audit Assistant,46666.93,entry,FT,Remote - US,0,M,synthetic
Senior Computer Vision Engineer,119467.78,senior,FT,"Tunis, Tunisia",0,L,synthetic
Junior NLP Engineer,76580.88,entry,FT,"Toronto, Canada",0,M,synthetic
Data Pipeline Engineer,125845.51,mid,FT,"Paris, France",0,L,synthetic
Data Analyst Graduate,59914.18,entry,FT,"Tunis, Tunisia",100,M,synthetic
Cloud Data Engineer,111179.09,mid,FT,"Chicago, IL",100,L,synthetic
Principal Data Scientist,167520.92,senior,FT,Remote,50,S,synthetic
Digital Marketing Intern,32787.3,entry,FT,"Berlin, Germany",50,M,synthetic
Junior Computer Vision Engineer,64726.63,entry,FT,Remote - Europe,50,S,synthetic
Audit Assistant,42667.13,entry,FT,"Dubai, UAE",50,M,synthetic
AI Research Intern,57663.98,entry,FT,Remote - US,100,M,synthetic
Junior HR Generalist,38027.26,entry,FT,"Austin, TX",0,L,synthetic
Odoo Developer Junior,0.0,entry,FT,"Toronto, Canada",0,L,synthetic
Business Intelligence Intern,62772.91,entry,FT,"Toronto, Canada",100,S,synthetic
Digital Marketing Intern,44025.04,entry,FT,"Tunis, Tunisia",100,M,synthetic
Talent Acquisition Intern,41558.31,entry,FT,"Tunis, Tunisia",0,L,synthetic
Recruitment Intern,39801.17,entry,FT,"Paris, France",50,L,synthetic
Lead ML Engineer,0.0,senior,FT,"Montreal, Canada",100,M,synthetic
Junior SEO Analyst,37929.88,entry,FT,"Berlin, Germany",50,M,synthetic
Junior SAP Consultant,35819.45,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior HR Generalist,44552.43,entry,FT,Remote - Europe,0,L,synthetic
HR Coordinator Entry Level,44220.4,entry,FT,"Montreal, Canada",50,M,synthetic
Junior Python Developer,41912.72,entry,FT,"Seattle, WA",50,L,synthetic
Staff Machine Learning Engineer,148931.19,senior,FT,"Paris, France",100,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Recruitment Intern,32492.5,entry,FT,Remote,50,M,synthetic
Data Engineer,79667.75,mid,FT,"Lyon, France",0,L,synthetic
Senior NLP Engineer,194989.83,senior,FT,Remote - Worldwide,0,S,synthetic
HR Coordinator Entry Level,37945.76,entry,FT,"Madrid, Spain",0,S,synthetic
Data Pipeline Engineer,80331.98,mid,FT,Remote,100,M,synthetic
Junior HR Generalist,34464.99,entry,FT,"Dubai, UAE",0,S,synthetic
Digital Marketing Intern,37961.89,entry,FT,"Dubai, UAE",0,M,synthetic
Digital Marketing Intern,37966.83,entry,FT,"Berlin, Germany",100,S,synthetic
Senior NLP Engineer,150019.2,senior,FT,Remote,0,L,synthetic
Data Engineer,0.0,mid,FT,"Seattle, WA",100,L,synthetic
Principal Data Scientist,106509.31,senior,FT,"Dubai, UAE",50,S,synthetic
Web Developer Intern,0.0,entry,FT,"Brussels, Belgium",100,M,synthetic
Director of Finance,125482.85,senior,FT,"New York, NY",50,L,synthetic
Digital Marketing Intern,43476.63,entry,FT,"Montreal, Canada",50,L,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,Remote - US,100,M,synthetic
ML Platform Engineer Senior,0.0,senior,FT,Remote - US,50,S,synthetic
Junior Django Developer,0.0,entry,FT,"Paris, France",100,M,synthetic
Data Science Intern,0.0,entry,FT,"Austin, TX",50,M,synthetic
Frontend Developer Junior,0.0,entry,FT,"Dubai, UAE",50,L,synthetic
Data Engineer,127371.42,mid,FT,"Montreal, Canada",50,S,synthetic
Senior Data Scientist,157961.88,senior,FT,"Tunis, Tunisia",50,L,synthetic
Junior Accountant,0.0,entry,FT,"Casablanca, Morocco",50,L,synthetic
Junior SAP Consultant,57826.07,entry,FT,"Brussels, Belgium",0,S,synthetic
Data Science Graduate,48131.13,entry,FT,Remote - US,0,L,synthetic
Junior Accountant,32829.11,entry,FT,Remote,0,M,synthetic
Finance Manager,0.0,senior,FT,"Chicago, IL",50,S,synthetic
Senior Computer Vision Engineer,144239.02,senior,FT,"Toronto, Canada",0,M,synthetic
Cloud Data Engineer,121087.53,mid,FT,"Madrid, Spain",50,S,synthetic
Junior Marketing Analyst,46263.06,entry,FT,"Casablanca, Morocco",0,S,synthetic
Web Developer Intern,31636.4,entry,FT,"Toronto, Canada",50,L,synthetic
Data Analyst Intern,61139.69,entry,FT,"Seattle, WA",50,S,synthetic
HR Assistant,46497.15,entry,FT,"Paris, France",0,L,synthetic
Data Science Intern,60379.76,entry,FT,"New York, NY",100,L,synthetic
Power BI Analyst,63041.19,entry,FT,Remote,100,S,synthetic
Reporting Analyst Junior,52536.8,entry,FT,Remote - Worldwide,100,L,synthetic
Digital Marketing Intern,0.0,entry,FT,"San Francisco, CA",0,M,synthetic
ETL Developer,0.0,mid,FT,"Paris, France",100,L,synthetic
Junior Computer Vision Engineer,62439.29,entry,FT,"Chicago, IL",0,L,synthetic
Senior Audit Manager,0.0,senior,FT,"Boston, MA",50,S,synthetic
Senior Computer Vision Engineer,108149.69,senior,FT,"Paris, France",50,M,synthetic
Finance Manager,134454.43,senior,FT,Remote - Worldwide,50,M,synthetic
ERP Analyst Junior,0.0,entry,FT,Remote,0,S,synthetic
Senior Audit Manager,128343.16,senior,FT,"Amsterdam, Netherlands",50,S,synthetic
Audit Assistant,41633.82,entry,FT,"Lyon, France",0,S,synthetic
Junior Accountant,39472.78,entry,FT,Remote - Worldwide,50,M,synthetic
Senior Financial Analyst,136063.23,senior,FT,"Toronto, Canada",0,M,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"New York, NY",100,L,synthetic
HR Assistant,0.0,entry,FT,Remote - US,50,L,synthetic
Director of Finance,0.0,senior,FT,"Austin, TX",0,S,synthetic
Principal Data Scientist,93675.41,senior,FT,"Montreal, Canada",0,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Paris, France",50,L,synthetic
ERP Analyst Junior,0.0,entry,FT,"London, UK",0,L,synthetic
Finance Graduate Trainee,43653.64,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior Python Developer,49165.53,entry,FT,"Paris, France",100,S,synthetic
Data Science Intern,70603.11,entry,FT,"Austin, TX",0,M,synthetic
Talent Acquisition Intern,31648.12,entry,FT,"Tunis, Tunisia",0,M,synthetic
Senior Machine Learning Engineer,133637.34,senior,FT,Remote - Europe,100,M,synthetic
Business Intelligence Analyst,56970.79,entry,FT,"Montreal, Canada",0,S,synthetic
Talent Acquisition Intern,38945.95,entry,FT,"Toronto, Canada",50,M,synthetic
Senior Data Engineer,89889.64,mid,FT,"Lyon, France",50,S,synthetic
Recruitment Intern,32038.0,entry,FT,Remote - Europe,50,L,synthetic
Senior Data Scientist,105581.79,senior,FT,"Amsterdam, Netherlands",100,S,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Madrid, Spain",50,M,synthetic
Talent Acquisition Intern,40570.15,entry,FT,"Austin, TX",50,M,synthetic
Senior Data Engineer,117929.31,mid,FT,"New York, NY",100,M,synthetic
Senior Financial Analyst,0.0,senior,FT,"Tunis, Tunisia",0,S,synthetic
Power BI Analyst,0.0,entry,FT,Remote,100,L,synthetic
Senior Audit Manager,94379.47,senior,FT,"Berlin, Germany",50,S,synthetic
Power BI Analyst,0.0,entry,FT,"Paris, France",0,L,synthetic
Senior Controller,118867.36,senior,FT,Remote - US,0,S,synthetic
ERP Analyst Junior,49385.11,entry,FT,Remote,0,S,synthetic
Digital Marketing Intern,49803.57,entry,FT,"Madrid, Spain",50,S,synthetic
Junior Computer Vision Engineer,72821.4,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Community Manager Junior,50994.34,entry,FT,"Montreal, Canada",0,M,synthetic
Recruitment Intern,48499.16,entry,FT,"London, UK",50,L,synthetic
Lead ML Engineer,114258.25,senior,FT,Remote,0,S,synthetic
Machine Learning Engineer Intern,56496.68,entry,FT,"Casablanca, Morocco",50,S,synthetic
AI Engineer Entry Level,0.0,entry,FT,Remote,0,M,synthetic
Analytics Engineer,89700.76,mid,FT,"Madrid, Spain",50,L,synthetic
Junior Financial Analyst,0.0,entry,FT,"Austin, TX",0,L,synthetic
Lead AI Engineer,0.0,senior,FT,"London, UK",0,M,synthetic
Machine Learning Analyst,53313.56,entry,FT,"Toronto, Canada",50,M,synthetic
Junior SQL Analyst,39739.27,entry,FT,"Montreal, Canada",50,M,synthetic
Frontend Developer Junior,52954.8,entry,FT,"Lyon, France",100,S,synthetic
Junior NLP Engineer,0.0,entry,FT,"Berlin, Germany",50,M,synthetic
Junior Python Developer,44298.07,entry,FT,"Seattle, WA",0,L,synthetic
Principal Data Scientist,108645.19,senior,FT,"Tunis, Tunisia",0,M,synthetic
Lead AI Engineer,0.0,senior,FT,"New York, NY",0,L,synthetic
Junior Python Developer,41426.5,entry,FT,"New York, NY",100,S,synthetic
Director of Finance,0.0,senior,FT,Remote - Europe,50,S,synthetic
Content Marketing Intern,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Senior NLP Engineer,114039.61,senior,FT,"Lyon, France",100,M,synthetic
Cloud Data Engineer,122164.94,mid,FT,"Tunis, Tunisia",50,S,synthetic
Principal Data Scientist,117030.3,senior,FT,"New York, NY",50,L,synthetic
Junior ML Engineer,61158.8,entry,FT,Remote - Worldwide,100,M,synthetic
Junior HR Generalist,31899.21,entry,FT,"Brussels, Belgium",0,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Paris, France",50,M,synthetic
HR Coordinator Entry Level,28243.04,entry,FT,"Montreal, Canada",0,M,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,Remote - US,0,L,synthetic
Senior NLP Engineer,114340.15,senior,FT,"Toronto, Canada",0,S,synthetic
Finance Manager,108625.68,senior,FT,"San Francisco, CA",50,S,synthetic
Senior Controller,111229.7,senior,FT,"Amsterdam, Netherlands",0,M,synthetic
ETL Developer,0.0,mid,FT,"Brussels, Belgium",100,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Chicago, IL",100,S,synthetic
Web Developer Intern,39524.89,entry,FT,Remote - US,100,L,synthetic
Junior ML Engineer,47865.46,entry,FT,Remote - Worldwide,100,M,synthetic
HR Assistant,0.0,entry,FT,Remote - Europe,0,M,synthetic
Lead AI Engineer,0.0,senior,FT,"San Francisco, CA",50,M,synthetic
ERP Support Analyst,33338.45,entry,FT,"Berlin, Germany",0,L,synthetic
Lead ML Engineer,188369.53,senior,FT,"Brussels, Belgium",50,L,synthetic
Cloud Data Engineer,80748.71,mid,FT,"Tunis, Tunisia",0,L,synthetic
Analytics Engineer,0.0,mid,FT,Remote,0,M,synthetic
Senior Audit Manager,0.0,senior,FT,Remote,50,M,synthetic
ML Platform Engineer Senior,126626.07,senior,FT,"Dubai, UAE",0,S,synthetic
Community Manager Junior,48740.0,entry,FT,"New York, NY",50,L,synthetic
Analytics Engineer,80419.02,mid,FT,"Tunis, Tunisia",0,S,synthetic
Junior SEO Analyst,32693.45,entry,FT,"Montreal, Canada",100,M,synthetic
Lead ML Engineer,191864.61,senior,FT,"Austin, TX",50,M,synthetic
Web Developer Intern,53286.44,entry,FT,"Montreal, Canada",0,L,synthetic
Director of Finance,0.0,senior,FT,"London, UK",50,S,synthetic
Junior SEO Analyst,45854.18,entry,FT,"Lyon, France",0,S,synthetic
ERP Support Analyst,41616.72,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Recruitment Intern,0.0,entry,FT,"Boston, MA",50,S,synthetic
BI Analyst Intern,53591.31,entry,FT,"London, UK",100,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Chicago, IL",50,L,synthetic
Junior Financial Analyst,34075.73,entry,FT,"Toronto, Canada",0,S,synthetic
Data Reporting Analyst,60680.39,entry,FT,"New York, NY",100,M,synthetic
Data Science Intern,61018.79,entry,FT,"London, UK",100,M,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,"Boston, MA",50,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Boston, MA",0,S,synthetic
Junior SAP Consultant,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
Content Marketing Intern,45442.35,entry,FT,"Berlin, Germany",100,S,synthetic
Junior Full Stack Developer,30246.12,entry,FT,"Amsterdam, Netherlands",100,S,synthetic
Junior Computer Vision Engineer,55831.38,entry,FT,"Montreal, Canada",0,M,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Boston, MA",50,L,synthetic
Audit Assistant,44888.6,entry,FT,"Chicago, IL",0,S,synthetic
Community Manager Junior,51827.9,entry,FT,"Chicago, IL",0,S,synthetic
Machine Learning Analyst,0.0,entry,FT,"San Francisco, CA",100,L,synthetic
Junior SEO Analyst,39550.93,entry,FT,"Seattle, WA",50,M,synthetic
Data Engineer,72631.1,mid,FT,"Tunis, Tunisia",100,L,synthetic
Analytics Engineer,0.0,mid,FT,Remote - US,0,L,synthetic
Cloud Data Engineer,0.0,mid,FT,Remote,100,S,synthetic
Senior Data Scientist,182287.06,senior,FT,"Chicago, IL",0,M,synthetic
AI Research Intern,46703.03,entry,FT,"New York, NY",0,M,synthetic
Junior Django Developer,54264.26,entry,FT,"Austin, TX",100,M,synthetic
Senior Controller,109571.02,senior,FT,Remote - Europe,0,L,synthetic
Junior Accountant,42293.04,entry,FT,"San Francisco, CA",0,S,synthetic
ERP Analyst Junior,56924.25,entry,FT,Remote - US,0,S,synthetic
Data Analyst Intern,0.0,entry,FT,"Chicago, IL",50,S,synthetic
Cloud Data Engineer,117286.69,mid,FT,"Boston, MA",50,L,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Odoo Developer Junior,0.0,entry,FT,"San Francisco, CA",50,M,synthetic
Recruitment Intern,0.0,entry,FT,Remote,50,L,synthetic
Junior Python Developer,45727.43,entry,FT,"Casablanca, Morocco",100,S,synthetic
Lead ML Engineer,112755.41,senior,FT,"Austin, TX",50,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Paris, France",0,L,synthetic
Power BI Developer Junior,53586.41,entry,FT,Remote - Worldwide,0,L,synthetic
Finance Manager,0.0,senior,FT,"Seattle, WA",0,L,synthetic
Junior Accountant,0.0,entry,FT,Remote,50,M,synthetic
Audit Assistant,42485.42,entry,FT,"Berlin, Germany",0,S,synthetic
Senior Audit Manager,0.0,senior,FT,"Paris, France",50,S,synthetic
Web Developer Intern,0.0,entry,FT,"London, UK",50,M,synthetic
Analytics Engineer,94457.97,mid,FT,Remote,0,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Paris, France",0,M,synthetic
Odoo Implementation Consultant,57113.02,entry,FT,"Montreal, Canada",0,M,synthetic
ERP Support Analyst,49143.54,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Senior NLP Engineer,109779.75,senior,FT,"Tunis, Tunisia",50,M,synthetic
Junior BI Analyst,41412.42,entry,FT,"Brussels, Belgium",50,M,synthetic
Junior NLP Engineer,73591.19,entry,FT,"Tunis, Tunisia",50,L,synthetic
Junior Controller,0.0,entry,FT,"San Francisco, CA",0,M,synthetic
Junior Data Analyst,51383.97,entry,FT,"Toronto, Canada",100,L,synthetic
Senior Audit Manager,143104.22,senior,FT,Remote - Worldwide,0,S,synthetic
Digital Marketing Intern,0.0,entry,FT,"Chicago, IL",50,M,synthetic
ERP Support Analyst,0.0,entry,FT,"London, UK",50,L,synthetic
Power BI Developer Junior,59957.73,entry,FT,"Boston, MA",50,M,synthetic
Junior SEO Analyst,50298.36,entry,FT,"Lyon, France",50,M,synthetic
Senior NLP Engineer,185579.85,senior,FT,"Dubai, UAE",50,L,synthetic
ERP Support Analyst,37778.58,entry,FT,"Boston, MA",50,M,synthetic
Frontend Developer Junior,0.0,entry,FT,"Tunis, Tunisia",100,L,synthetic
Cloud Data Engineer,108014.02,mid,FT,"Berlin, Germany",100,M,synthetic
Cloud Data Engineer,100916.18,mid,FT,"Tunis, Tunisia",50,S,synthetic
Junior Accountant,0.0,entry,FT,Remote - Worldwide,0,M,synthetic
Odoo Implementation Consultant,46480.46,entry,FT,"Seattle, WA",0,L,synthetic
Web Developer Intern,0.0,entry,FT,Remote,0,M,synthetic
Junior Accountant,41906.66,entry,FT,"Montreal, Canada",0,L,synthetic
Business Intelligence Analyst,0.0,entry,FT,"Madrid, Spain",50,S,synthetic
Head of Finance,0.0,senior,FT,"London, UK",0,S,synthetic
Finance Manager,132763.15,senior,FT,"London, UK",0,M,synthetic
Senior Controller,83818.63,senior,FT,Remote - US,50,L,synthetic
Junior HR Generalist,0.0,entry,FT,"Tunis, Tunisia",50,S,synthetic
Senior Data Scientist,196021.2,senior,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior Accountant,31070.36,entry,FT,"Lyon, France",0,S,synthetic
Principal Data Scientist,90119.49,senior,FT,Remote - US,0,M,synthetic
Finance Manager,128169.28,senior,FT,"Tunis, Tunisia",0,L,synthetic
ERP Analyst Junior,47098.84,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Junior SAP Consultant,40138.42,entry,FT,"Casablanca, Morocco",50,L,synthetic
HR Assistant,33247.89,entry,FT,"Madrid, Spain",0,S,synthetic
Odoo Developer Junior,40350.14,entry,FT,"Seattle, WA",0,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Brussels, Belgium",0,M,synthetic
AI Research Intern,69913.32,entry,FT,"Austin, TX",50,L,synthetic
Junior PHP Developer,48869.36,entry,FT,"Berlin, Germany",100,S,synthetic
Lead ML Engineer,0.0,senior,FT,"New York, NY",50,L,synthetic
Senior Financial Analyst,137510.44,senior,FT,"Casablanca, Morocco",0,S,synthetic
Community Manager Junior,0.0,entry,FT,"Paris, France",50,S,synthetic
Junior ML Engineer,76453.77,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Machine Learning Engineer Intern,59802.79,entry,FT,"Seattle, WA",100,L,synthetic
Odoo Implementation Consultant,54251.83,entry,FT,"Paris, France",0,L,synthetic
Analytics Engineer,129007.2,mid,FT,"Madrid, Spain",50,S,synthetic
Odoo Developer Junior,48002.41,entry,FT,"Toronto, Canada",50,S,synthetic
Director of Finance,108637.26,senior,FT,"Seattle, WA",0,S,synthetic
Digital Marketing Intern,0.0,entry,FT,Remote - Europe,0,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"London, UK",0,M,synthetic
Talent Acquisition Intern,30113.05,entry,FT,Remote - Worldwide,0,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Dubai, UAE",50,L,synthetic
Frontend Developer Junior,56959.3,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Frontend Developer Junior,0.0,entry,FT,Remote - US,50,L,synthetic
Junior Django Developer,46456.36,entry,FT,"Montreal, Canada",100,S,synthetic
Principal Data Scientist,0.0,senior,FT,"Chicago, IL",100,M,synthetic
Senior Data Scientist,130946.37,senior,FT,"Amsterdam, Netherlands",0,L,synthetic
Head of Finance,101922.92,senior,FT,Remote - US,0,S,synthetic
Senior Controller,0.0,senior,FT,"Brussels, Belgium",0,L,synthetic
Senior Financial Analyst,154945.65,senior,FT,"Amsterdam, Netherlands",50,M,synthetic
Accounting Intern,50785.4,entry,FT,"Madrid, Spain",50,L,synthetic
Talent Acquisition Intern,39278.23,entry,FT,Remote,0,S,synthetic
AI Engineer Entry Level,64973.23,entry,FT,"Paris, France",100,S,synthetic
Social Media Manager Junior,40874.26,entry,FT,"Seattle, WA",50,M,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"Berlin, Germany",0,L,synthetic
Junior Django Developer,0.0,entry,FT,Remote - US,50,M,synthetic
Talent Acquisition Intern,45819.66,entry,FT,"Austin, TX",50,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Austin, TX",100,S,synthetic
Talent Acquisition Intern,45566.32,entry,FT,"Brussels, Belgium",50,L,synthetic
Junior Controller,53904.59,entry,FT,"Berlin, Germany",50,M,synthetic
Finance Manager,104653.71,senior,FT,"Dubai, UAE",50,L,synthetic
Junior Python Developer,46244.22,entry,FT,Remote - Europe,0,S,synthetic
Junior Web Developer,47280.55,entry,FT,"Toronto, Canada",50,S,synthetic
Junior SEO Analyst,0.0,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Head of Finance,0.0,senior,FT,"Chicago, IL",50,M,synthetic
Cloud Data Engineer,129566.55,mid,FT,"London, UK",0,M,synthetic
Data Engineer,89567.61,mid,FT,"Boston, MA",100,M,synthetic
ERP Support Analyst,57269.82,entry,FT,"Brussels, Belgium",0,S,synthetic
Talent Acquisition Intern,32564.2,entry,FT,"Tunis, Tunisia",0,L,synthetic
Recruitment Intern,31019.36,entry,FT,"Berlin, Germany",0,L,synthetic
Junior Controller,38606.62,entry,FT,"Toronto, Canada",50,S,synthetic
Senior Machine Learning Engineer,185375.23,senior,FT,"Toronto, Canada",0,S,synthetic
Senior Controller,0.0,senior,FT,"Tunis, Tunisia",0,M,synthetic
Data Science Intern,75962.04,entry,FT,"London, UK",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"New York, NY",0,M,synthetic
Data Science Graduate,0.0,entry,FT,"Austin, TX",0,L,synthetic
Junior Financial Analyst,38392.37,entry,FT,Remote - Worldwide,0,S,synthetic
Junior NLP Engineer,52544.91,entry,FT,Remote - Europe,50,L,synthetic
Senior Computer Vision Engineer,196109.82,senior,FT,"Toronto, Canada",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
ERP Support Analyst,0.0,entry,FT,"Austin, TX",0,L,synthetic
Machine Learning Engineer Intern,78988.27,entry,FT,"Madrid, Spain",100,S,synthetic
Senior Audit Manager,157383.72,senior,FT,"New York, NY",0,S,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Paris, France",50,L,synthetic
Junior BI Analyst,57272.5,entry,FT,"San Francisco, CA",0,S,synthetic
Data Pipeline Engineer,93829.15,mid,FT,Remote - Worldwide,100,S,synthetic
Junior SAP Consultant,0.0,entry,FT,"Austin, TX",0,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"Montreal, Canada",0,L,synthetic
Odoo Developer Junior,0.0,entry,FT,"New York, NY",50,S,synthetic
Data Science Graduate,49811.35,entry,FT,"Dubai, UAE",0,L,synthetic
Lead ML Engineer,0.0,senior,FT,"Boston, MA",100,L,synthetic
Junior Accountant,0.0,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Finance Graduate Trainee,30537.06,entry,FT,"Toronto, Canada",0,S,synthetic
Community Manager Junior,29051.47,entry,FT,"Madrid, Spain",100,S,synthetic
Head of Finance,0.0,senior,FT,"London, UK",50,M,synthetic
Junior Accountant,31668.12,entry,FT,"San Francisco, CA",0,L,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Austin, TX",50,M,synthetic
HR Coordinator Entry Level,42839.49,entry,FT,Remote - Europe,50,L,synthetic
Data Reporting Analyst,54067.55,entry,FT,"Berlin, Germany",50,M,synthetic
Senior Controller,96528.48,senior,FT,"Boston, MA",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
Staff Machine Learning Engineer,149142.09,senior,FT,"Boston, MA",0,S,synthetic
Senior Machine Learning Engineer,132243.51,senior,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior Data Analyst,63210.91,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior Full Stack Developer,49482.33,entry,FT,"Paris, France",50,S,synthetic
Junior Controller,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior Computer Vision Engineer,61478.98,entry,FT,"Toronto, Canada",100,L,synthetic
Junior Financial Analyst,44321.5,entry,FT,Remote - US,0,L,synthetic
Digital Marketing Intern,37722.4,entry,FT,"Dubai, UAE",50,M,synthetic
Data Visualization Analyst,55268.82,entry,FT,"Chicago, IL",50,L,synthetic
Digital Marketing Intern,0.0,entry,FT,"Boston, MA",100,M,synthetic
AI Research Intern,0.0,entry,FT,"Berlin, Germany",50,S,synthetic
Junior BI Analyst,45318.67,entry,FT,"Boston, MA",0,M,synthetic
Data Pipeline Engineer,76529.96,mid,FT,"Seattle, WA",50,L,synthetic
Recruitment Intern,49746.65,entry,FT,"Seattle, WA",0,S,synthetic
Web Developer Intern,49889.45,entry,FT,"London, UK",50,L,synthetic
Junior Python Developer,0.0,entry,FT,"Lyon, France",0,S,synthetic
Principal Data Scientist,196559.77,senior,FT,"Chicago, IL",0,M,synthetic
Staff Machine Learning Engineer,179488.29,senior,FT,Remote - Europe,0,S,synthetic
Talent Acquisition Intern,0.0,entry,FT,"New York, NY",0,M,synthetic
Machine Learning Engineer Intern,64042.87,entry,FT,"Seattle, WA",0,L,synthetic
Junior Web Developer,55880.17,entry,FT,"Chicago, IL",100,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Casablanca, Morocco",0,M,synthetic
Head of Finance,98699.24,senior,FT,"Dubai, UAE",0,S,synthetic
Junior Controller,47756.18,entry,FT,"Toronto, Canada",0,S,synthetic
Data Engineer,110531.56,mid,FT,"Montreal, Canada",0,L,synthetic
Social Media Manager Junior,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Junior Marketing Analyst,37303.22,entry,FT,"Lyon, France",100,S,synthetic
Junior SEO Analyst,42856.25,entry,FT,"Berlin, Germany",0,M,synthetic
HR Assistant,0.0,entry,FT,Remote - Europe,50,S,synthetic
Recruitment Intern,0.0,entry,FT,"San Francisco, CA",0,S,synthetic
HR Coordinator Entry Level,37418.33,entry,FT,"Montreal, Canada",50,L,synthetic
Content Marketing Intern,0.0,entry,FT,"London, UK",0,S,synthetic
Machine Learning Analyst,55940.39,entry,FT,"Madrid, Spain",50,L,synthetic
Staff Machine Learning Engineer,101362.22,senior,FT,"Casablanca, Morocco",100,S,synthetic
Cloud Data Engineer,92874.19,mid,FT,"New York, NY",50,L,synthetic
Junior Controller,0.0,entry,FT,"Dubai, UAE",0,S,synthetic
Senior Financial Analyst,0.0,senior,FT,"Brussels, Belgium",0,M,synthetic
Content Marketing Intern,0.0,entry,FT,"Madrid, Spain",0,L,synthetic
Data Reporting Analyst,0.0,entry,FT,"Lyon, France",100,L,synthetic
Head of Finance,112744.75,senior,FT,"Amsterdam, Netherlands",0,M,synthetic
Cloud Data Engineer,87708.43,mid,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior SQL Analyst,0.0,entry,FT,Remote - Europe,50,S,synthetic
ERP Support Analyst,39888.88,entry,FT,Remote - US,50,S,synthetic
ERP Support Analyst,46035.57,entry,FT,"Paris, France",0,S,synthetic
Senior Computer Vision Engineer,145727.39,senior,FT,"Dubai, UAE",100,L,synthetic
ERP Analyst Junior,0.0,entry,FT,Remote - Europe,0,M,synthetic
Business Intelligence Analyst,37197.82,entry,FT,Remote - Europe,100,S,synthetic
Junior HR Generalist,0.0,entry,FT,"Casablanca, Morocco",0,M,synthetic
Data Pipeline Engineer,92900.15,mid,FT,"Tunis, Tunisia",0,M,synthetic
Analytics Engineer,111294.5,mid,FT,Remote - Worldwide,50,L,synthetic
Machine Learning Engineer Intern,52525.81,entry,FT,Remote - US,100,M,synthetic
Business Intelligence Intern,62866.62,entry,FT,"Austin, TX",0,L,synthetic
Frontend Developer Junior,36155.61,entry,FT,"Tunis, Tunisia",100,S,synthetic
Head of Finance,0.0,senior,FT,"San Francisco, CA",50,L,synthetic
Web Developer Intern,33821.82,entry,FT,"Austin, TX",50,S,synthetic
BI Analyst Intern,0.0,entry,FT,Remote - US,0,M,synthetic
